product,hour,title,date,helpful,comment
638,"2,692.9",Recommended," August 22, 2014",719,"""THE PUB SUPPORT""""Where are wards?"" The pub Carry demanded.""I placed them and they were countered"" the Support began, ""I am trying to juggle giving you complete lane farm, protecting you and harrassing the enemy while saving to buy more, also possibly sentries to remove their-""""UP COUR PLS"" the mid hero politely added.""Give Savle"" The Carry demanded. ""Certainly."" replies the support, using the salve on the Carry who subsequently ran headlong into an enemy creepwave.""So where is mek?"" the Carry said, after he was ganked due to overextending. The Support died saving him and was treated to a rather enthusiastic series of map pings on his corpse.""Again, having not even enough to buy boots as well as wards, I don't think a 7 minute Mek is viable."" The Support replies.""Haha look your level, so low, noob"" the Carry retorted. ""U have no item xaxa"".""Well, jungle gold and experience through stacking and pulling with blocked camps is nowhere near as much as on lane which I attempted to give you, the carry, the priority over.""The Carry is subsequently ganked again at the enemy tower, oblivious to the enemy tp that the Support moved away from.""Report Support, usless"" The carry cried in allchat, in between mentioning various aspects of the Support's Mother's anatomy.""Instead of reporting and acting like that, why don't you try supporting for randoms sometime instead of instapicking a carry?"" the Support asked, as he watched the Carry return to afk-lasthitting lane creeps.""HAH, support is for noskill noobs like you!"""
91,"9,150.3",Recommended," February 3, 2014",1,In this game you can:1- Murderer trees2- Kill an ancient creature chilling in his cave without mercy and and steal his cheese3- Learn at least 9 different languages in every single match4- Kill others players for no apparent reason5- Can develop erectile dysfunction due to extended seated hours
516,7.6,Recommended," July 24, 2014",144,"i've only played this game for 2 hours and the friendly community has already begun to teach me russian greetings such as ""cука"" and ""♥♥♥♥♥"""
21,"2,461.6",Recommended," June 21, 2017",339,Great Russian language simulator.
31,148.3,Recommended," May 29, 2017",293,So many diffrent heroes and diffrent builds that you can do compared to all the other Moba's in the market. If your looking for a moba to really stick your teeth into and learn lots this is it. 9/10
5,"1,395.9",Recommended," June 22, 2017",2,Great Game! Been playing it since 2015 and still one of my favourite game of all time!
388,"3,914.4",Recommended," June 30, 2014",48,"DOTA 2, THE SEQUEL TO THE AWARD WINNING DOTASTARRING:Sven StaffaniRiki Martin2 PuckStevie NyxJackie ChenHrithik RoshanSlark WalbergJoaquin PhoenixJustin TimbersawJustin WeaverClinkz EastwoodJohn LinaJim CarryTom TanksNatalie SupportmanSarah Jessica GankerAlch PacinoMatt DagonChristian BaneEllen PudgeEd HarrassEddie MorphlingMorgan FiendmanSnoop LionBruce LichBen SladarRobert De Ny-roLeonardo DisRuptioRussel DroweDazzle WashingtonMick Jaggernaut50 CentaurMalcolm AxeOrlando DoomMirana KerrZeus WillisDIRECTED BY:M. Night StalkerStanley RubickCOMING SOON TO A COMPUTER NEAR YOU"
226,"2,136.5",Recommended," April 2, 2014",1,"Dota 2, where do I start. This game has ruined my social life, I spend every day on this game, training, waiting, and drinking through my mountain dew, to one day become the greatest.My father said to me, ""Son, you will never be dondo.""I said to my father, ""Dad, I mid, or I feed.""My dad dropped to the ground in tears, screaming at the all mighty gabe newell, begging for his son back, but it was too late, I was already back on dota, at mid, blaming my team for suckingThis game is why I wake up, Why I masturbate, why I decide that masturbating while playing is a good idea. Thank you for such an amazing game, without this game I would have nothing to get mad at when I am rock solid."
349,"1,933.5",Recommended," February 13, 2014",111,"Dota 2 is sequel to critically acclaimed hat trading sim, Team Fortress 2.What Valve has managed to do with hats is astounding. They've improved upon everything that the original had to offer, and then they kicked it up a notch.Imagine a world where everyone and every thing has a hat. Now imagine that you can become THAT hat. You are the weapon, you are the bullet, you are the sword edge.That's immersion on a new level. Never before has an experience been this good.I recommend this to anyone who has ever, or will ever dream of hat, hats, or hat accesories.If you haven't yet, you need to experience this.Go do it. Now.11/10 Hats, it's all right.2016 Update: I haven't touched this game in 2+ years and there's a reason for that; I'm too busy wearing and showing off my hats. Great hats/10"
597,"1,287.1",Recommended," July 7, 2014",32,"Imagine you're playing a game with a few friends and you're having fun. You exchange jokes and high fives all around after every epic moment. Your bro turns to you and says, ""I love this game, and I definitely do not want to kill myself!"" You all laugh. You are having a good time. You are not playing Dota 2."
26,"2,507.5",Recommended," June 12, 2014",79,"When I was young, I started to suffer from a major crack addiction. This was becoming a real problem. after telling a friend about my struggle with narcotics, he suggested I played this crazy game called DOTA 2. I spent some of my crack money on a new computer so I could play this game. The more I played, the more it started to attract me. In the end, I realised that this game was a much healthier substitute to crack cocaine. I gave up crack last year, never looked back. Now I waste my life away playing DOTA 2 instead.10/10 Saved my life"
198,"2,601.0",Recommended," May 29, 2014",43,"The first time you play you will have a very unpleasant experience and most likely uninstall the game. Within a few days, however, you'll feel an urge to play it. You're going to watch videos of pro people teaching you how to play, and you're going to think that now you're really good.You're wrong.Over time, however, things will get better, and you'll actually start winning. Then, you start losing again, but this time it's not your fault; it's your teams fault. Always remember that NOTHING is EVER your fault. Your dumbass anti-mage was complaining that you were stealing his farm, but it's your farm dammit! Then pudge is getting butthurt about losing lane because he never had a flying courier, when the real reason he lost is because he didn't give you unit control when you are clearly a better pudge! Meanwhile the enemy team is getting fed because your teamates never backed you up when you blitzkrieged in 1v5, and they even have the nerve to question your methods! Then you notice that your dumbass anti-mage is in the jungle farming because ""he couldn't farm in lane."" You know, however, that he is just a noob.Eventually the enemy is pushing your tier 3s, and the game is obviously over. This is the time when you give up and sit in base. Ignore the fact that your team has won the last two teamfights and you are starting to catch up, it's better if you just quit now. While you're waiting in base, make sure that the enemy team knows that you are not at fault in your loss. Make sure you type in all-chat ""team noob"" followed up by ""report anti-mage."" If they ask why you want them to report him, ignore them, if your team has the bodacity to try and defend themseves, repeatedly say phrases such as ""lol ur so bad"" and ""ur just mad cuz you cant play."" You could also take the alternative route and say things like ""им незрелые восьмилетний"" and ""я должен убить себя.""Yea, the game and communtiy can be a♥♥♥♥♥♥sometimes, but it's also a super fun game that requires fast paced decision making as well as strategical analysis. Plus, it unifies gamers and conservatives by creating one common hatred: Russians.All in all, this game is 90% getting♥♥♥♥♥♥♥♥ and 10% feeling like you're on top of the world, but that 10% makes you feel sooooo good that it keeps pulling you back."
46,"3,644.6",Recommended," April 26, 2015",29,mid or meepo
175,"1,513.8",Recommended," January 3, 2014",4,"Hours of fun, all you have to do is select in which Russia you want to play today!"
3,"2,326.1",Recommended," January 5, 2015",226,"1,000 hours played: ""OMG you have 1,000 hours played go outside and get a life you virgin""100 hours played: ""OMG you only have 100 hrs played you idiot noob delete Dota""10/10 Dota community logic"
158,"1,266.6",Recommended, January 3,166,11/10 game (including updates)1/10 community (including myself)Quit playing. Try to be a better person.
27,562.4,Recommended," August 1, 2014",113,You can eat a tree to gain health.It's basically the best thing ever. 10/10
23,"1,624.0",Recommended," June 7, 2017",321,I've punched more holes in my wall then you could imagine playing this game. 11/10 recommend.
113,691.0,Recommended," May 24, 2014",66,"It's like crack. When it's good it's good, and when it's bad it's still pretty good."
36,"1,803.6",Recommended," May 24, 2014",71,I can be a tree. Highly recommend.
134,"1,837.0",Recommended," February 3, 2014",461,"Ruined my life. Told my friends. It ruined their life too. 5 stars.**update :1. Learnt how to swear in russian and philippines, 5/52. Report Simulator 2014, 5/53. Commend beggars everywhere, 5/54. 5/5"
41,493.1,Recommended," July 22, 2014",231,In this game you can:1- Murderer trees2- Kill a ancient creature chilling in his cave without mercy and and steal his cheese3- Learn at most 9 different languages in every single match4- Kill others players for no apparent reason5- Can develop erectile dysfunction due to extended seated hours
95,"6,612.6",Recommended," January 16, 2014",2,Before playing this game I thought Brazillians were only bad at soccer.
87,"3,309.3",Recommended," January 14, 2014",3,This game has made me racist towards those who speak any language other than english. Would buy again.
1,"2,330.2",Recommended," June 27, 2017",917,I Became calm person in real life because of this game
60,"1,454.1",Recommended," September 29, 2016",62,I only play Dota when I feel like killing myself
108,600.8,Recommended," January 17, 2014",1,"I've tried Rosetta Stone, duolingo, and even college classes, but nothing has taught me Russian or Brazilian better than this! And it's free!"
23,"4,231.7",Recommended, February 8,98,I have over 4000 hours and I want to kill myself. Thanks icefrog!
72,350.0,Recommended," July 6, 2014",39,"DOTA 2 is the best in the MOBA class. I've played LoL, DOTA and some lesser known MOBAs and DOTA 2 is by far the best. In addition, it is F2P which is amazing. Unlike LoL or HoN which require you to use a rotating hero list until you buy your own with real money or accumulate enough in-game currency to buy a single hero, DOTA 2 immediately gives you access to its entire library of heroes, for free. The only paid content are cosmetical items that do not change gameplay. Graphics are great. Gameplay is great. Crashes are very minimal. ITS FREE."
255,"3,040.7",Recommended," July 2, 2014",45,"This is yet another new release by the company ""MOBA"" (you may know this company from their popular games such as League of Legends, Dead island Epidemic and Dawngate).This is a very slow paced first person shooter set in the age after the 3rd great war in which humanity has been set back in the ages where magic was still okay to use, in this game you play as an ex soldier trying to defeat the main communist overlord ""sniper"" who threatens america as we know it.The single player aspect of this game is probably the best experience you'll have in this game as the online is currently dead, the developers stopped updating this game after league of legends was confirmed to be more balanced and a hell of a lot better.They did however unlock a new game mode called ""Compendium"" in which you simulate reading a book and collect trading cards.I'll give this game 3 meepos out of 5, it's okay but the fact that you're required to be able to speak russian to get this game really lets it down."
51,"5,218.7",Recommended," April 8, 2014",180,"I got addicted to this game very easily!How can you not with such great features like:-Get abused by friends-Learn to abuse your friends-No matter what language setting you provide you still will be a ♥♥♥♥♥♥-Feel slightly racist towards Russains-A loving comunity that just thinks you need to practice more so therefor 'uninstal dota u noob', 'play botz♥♥♥♥♥ or 'report invoqerr he feed'-If it was a 60 minute close game always remember to write 'EZ GAME GG NOOBS'-You instantly get a few cool nicknames when you play dota, 'feeder, noob, ♥♥♥♥♥♥ and lots more-Learn how to get self esteem issues, anxiety and if you're lucky even deppressionThis game is great, and with such a fantastic comunity you know you're going to enjoy every moment of it."
37,"5,584.6",Recommended," March 12, 2014",181,"You awaken in a cold room. You are naked, and shivering. Looking up from your bed of damp straw, you can just make out what seems to be the Peruvian flag hung from the celing. There is a pistol on a small table near by. For some reason, you are drawn to it. It calls to you like a siren's song. You put it in your mouth, the gunmetal tastes so sweet. The last words you hear, echoing through the chamber: ""REPORT NOOB MID HIJO DE♥♥♥♥♥♥NO GANK"""
162,"6,379.2",Recommended," June 26, 2014",73,"If you're looking for a League of Legends clone, look elsewhere; if you're looking for a MOBA that you can play for a couple weeks or even months and become good at, look elsewhere. I've been playing Dota 2 for around 10 years since it was DotA, the Warcraft III custom map and I'll tell you right now there's still a lot of room for personal improvement. This game boils down to far more than individual skill, tactics, and teamwork/cooperation. The author of ""Three Lane Highway"" (see pcgamer.com) has called Dota an ""isometric wizard-em up"" game, and I think it's fitting. There are so many aspects to this game, so many factors that control the outcome that if you try and sit down and list them all it'll take you a couple hours. And you'll still miss some. I have played pretty much every single ""Multi-player Online Battle Arena"" on the market, and no matter how interesting they are or what different elements they try to bring to the gameplay, I always end up coming back to Dota.If you want to seriously challenge yourself, and you have the will and motivation to work towards a lofty goal that many are unable to reach, this is the game for you."
136,"1,585.6",Recommended," May 6, 2014",186,"I've always wanted to go to Russia. To learn the culture, eat and drink and see the sights. But I cannot do that, as it is expensive and I'm busy doing my uni work.But then I found Dota 2. This free learning course teaches you all about Russians and their culture. I can even speak decent Russian! However, these Russian people can get quite angry and annoying. They often shout the phrase ""♥♥♥♥♥♥quot; and bring you to the depths of insanity. I got forced to drink my sorrows away during the beginning of the course, but it was worth it in the end.If you don't have the time and money to travel to Russia, I'd suggest you pick up Dota 2. A fantastic learning resource.8/10"
379,"1,250.8",Recommended," September 12, 2014",445,9/10i am still waiting for the tenth player confirm
176,"2,917.5",Recommended," October 26, 2014",1,"One day, a wise man intoduce me into this game. ""it shall protect your virginity, my lad"" he said."
218,257.3,Recommended," April 25, 2014",117,best way to learn russian.
66,"4,000.8",Not Recommended," March 31, 2016",492,"I have been playing this game for 3 miserable years and 'm wrinting this review as an advice.To whom it may concern..Uninstall this game and run for your life before its too late. Maybe the reader now giggling and drawing an image on his/her mind says this guy is a nerd. No im not, I'm a fitness guy with good shape studying engineering, which I had a social life in the past . I lost too much things on my life most of them are privacy/personal things not going to write them down but one of them is my education 24 years old still studying engineering because of this game. If you are going to say that you can manage your day between playing ""DOTA"" and studying or working you are wrong because the average match time is 35 min *only 1 match. So 35 min × 3 games per day = 105 min. Not mentioning that some games exceed 1 hour if both teams played well. Please take this as an advice from 24 years old guy who has been suffering for 3 years because of this game I sucked on education you can be better than me and quit, I destroyed my dream and now im trying to bring it back wish me good luck.Please this is not a ""joke post"" and this advice aiming on teenagers who want to achieve their future dreams just don't play this game its ♥♥♥♥in AWESOME game but you have to pay your life for it.Your choice life or Dota and this is not a joke if you throw my words away just please save my comment on your favorites and come back after 3 years don't cry if your life got ruined.Save my comment if you don't want to take my advice you can visit this comment again.Most of positive reviews are written by Valve's agents believe me."
398,545.3,Recommended," July 5, 2014",1,Most fun way to commit social suicide and learn Russian.10/10.
483,"3,122.6",Recommended," January 14, 2014",1,"This game sucks, you can't even jump."
275,"2,283.5",Recommended," February 13, 2014",5,"When I first started DOTA2 I was a little overwhelmed, as my first ARTS/MOBA game it was pretty complicated. I soon started to pick up the mechanics like last hitting and denying. Before I knew it, I was performing лучше and better. I stopped making silly ошибки and я got vastly better at not кормление the enemy команда. For the наиболее part, everyone I've met was very helpful and хороший, there есть the иногда рывок however. As Я по-прежнему play DOTA2 все более и более, Я уверен, что я буду продолжать совершенствовать. Я рекомендую эту игру для всех!"
207,"4,561.0",Recommended," October 14, 2014",528,"DotA 2 Will drain you of your will to keep playing, and yet you will always return.DotA 2 Will make you regret ever playing it, and yet you will always think ""Just one more game""DotA 2 Will take away all your free time, and yet you'll almost feel proud of how many hours you have in DotA 2.With the time you spend on this game, you could do all sorts. Study on learning a new set of skills to further your career. You could raise money for charity. You could be an aid worker for a foreign country and help improve the lives of others. You could even just play other games, you know, those ones sitting in your backlog, pushed aside by DotA 2.But you won't.You will always return to this game. The maximum you will learn from playing this game is how to insult others in various languages (mostly these languages will consist of Russian and Peruvian.). This game will become as much a part of your life as eating or blinking. Half the time you will not even remember having played DotA 2 on a certain day. It just becomes natural to you.If you start playing this game, you become addicted.You will also spend obscene amounts of money on cosmetics. A quick chest purchase here, a few random items on the market there, and boom. Like me you'll have spent far too much on a game which needs no money spent on it. If you start DotA 2, not only will you be subjecting yourself to a motivation-destroying hobby, but also subjecting yourself to a wallet emptying one too.tl;dr This game will take away your time, money and patience for others. You will become an angry person.Basically 10/10 GOTY All years"
363,"12,683.1",Recommended," April 18, 2014",1,"i had a life before i played dota,it ruined my college life after i played dota,i lost my girlfriend bcoz of dota,i gained weight bcoz of dota,i lost my job bcoz of dota,now i am selling my stuff on market bcoz i know i play dota,i want to leave dota but i cant escape playing dota,9000 hours on my account and i still want to play dota,my beard is big as hell bcoz i play dota,i want to quit,but i cant quit dota,its all true,bcoz it ruined my life bcoz i play dota,Its 25/08/2015 and i still want to play dota,But i have to stop it now but i still i want to play dota,I have health problems bcoz of dota,but still i want to play dota,This is not life but still i want to play dota,I can't have sex bcoz i am fat but still i want to play dota,I tried to be Hindi Caster for India and it Lusts me to play dota,But its High Time and I Have to Quit Dota,I am Finally Deleting this game without backup but my heart still wants dota!!Last But Not LeastSO IF U WANT A LIFE,JUST STOP PLAYING DOTA!!"
119,"5,465.6",Recommended," December 14, 2015",1,"How most of my solo ranked match goes :1. Find match, wait for all people to load up2. Marked middle-lane on my minimap3. A dude on my team : ""Mid or feed !""4. Be a bigger man and give him mid, then i mark safelane5. Other dude : ""I'm gonna carry, trust me, give me safelane ..""6. Sigh, Mark hardlane and say ""I'm going offlane then""7. Another guy pick BristleBack and said ""Just let me offlane !""8. OMGWTFBBQ ! .. Picking support, being a solo support9. Working my♥♥♥♥♥off stackin camps, buying wards, assisting on lanes10. Have no items because few assist and didn't take any creeps11. Lose miserably12. Team said : ""GG NOOB SUPPORT NO HELP AT ALL !!""13. -25 MMR14. Get Migrane, cries in the shower11/10 would solo ranked again !"
309,"2,422.9",Recommended," May 15, 2014",116,"When I started playing Dota 2, I didn't know any Russian, now I'm Vladimir Putin. A better language learning software than Rosetta Stone.69/10, would recommend."
403,530.2,Recommended," November 29, 2013",1,Thank goodness I wasn't a virgin before I started playing this otherwise I still would be.
245,"9,133.5",Recommended," May 21, 2014",58,"Just like real-time chess, but everyone is a queen. Some queens shoot lasers, some summon huge Golems and some sing so hard your eardrums burst. Dota 2 is definitely one of the best games of this generation, and I'm certain it will remain as popular and as influnencal for many years to come.Graphics: 8.5/10Very pretty, the art direction in DotA 2 is one of the best. The source engine ensures you can run it on anything more powerful than a toaster, and have it look great too. Cosmetics look great, and fit perfectly, with some exceptions,(I'm looking at you Alpine Ursa) but many stay true to the heros artstyle.Sound: 9.5/10All heros have a multitude of voice lines,and some even respond to one another (e.g Tidehunters hatred for Kunnka). If you find the default anouncer not too flash, theres a huge variety of optional packs, from the smoth talking Narrator from bastion, to the harsh condescending tone of Pyrion Flax.Gameplay: 10/10The big one. Theres a reason DotA Allstars got so popular, not just from the incredible passsion from the community, or the dedication of IceFrog and co., but from the incredible gameplay that spawned one of gamings most popular genres. From perfectly co-ordinating a fountain hook, to getting stuck on top of a cliff accidentally as Storm Spirit, no other genre rivals DotA 2 outstanding strategic gameplay and near-vertical learning curve. At the time of writing, I have 7,469 hours played and I've only just scratched the surface in the combos, stratagy and 107 availble heros to use, it takes year of hard work, dedication and passion to become truly great at the strategical masterpeice that is Dota 2.- beardATTACK @ fren"
119,"4,421.1",Recommended," December 14, 2011",29,Best rts original DotA strategy game ever
1,"4,333.8",Recommended," April 23, 2016",146,"I never thought I would spend so much lifetime in a game that makes me want to kill myself every time I play it.Please, send help."
322,399.7,Recommended," July 16, 2014",69,"If you're masochistic and enjoy listening to people cuss you out in Portuguese, Spanish, and Russian, you should play. Make sure to set your server settings to US West, US East, and preferred language to English to get the best Portuguese/Spanish/Russian experience."
33,"4,007.4",Recommended, January 5,135,"As a guy that started playing DotA1 back in 2006, take my words that you'll only be trully able to enjoy this game if you totally dedicate yourself to learn and get better at it in other words, you'll need a lot of TIME to actually enjoy the game.DOTA2 is a very competitive game, where teamwork is everything, and unfortunately a lot of players don't actually care or know about that, and thus making the game a rather difficult experience, especially for new players.New player advice: Read as much as you can on the internet about DOTA2,watch videos, watch tournaments, get as much help as you can.Starting fresh new in a game that has an audience this big with a lot of experienced players is tough, since the majority of the players that will be on your team will expect you to know the game.As a new player you would expect the game to put in a team with other new players, right?Well DOTA2 system doesn't work like that, even if you're a new player, there's still a chance that you'll get in a team with someone who has 2000hours in the game, this games evaluates you in WINrate, and any new account has a rather high Win rate, so it ends up putting you with very experienced players even if they are considered ""bad"", you most likely won't get in a bracket with ONLY new players.As for playing the game, I would advise you to NEVER play SOLO ranked before actually knowing a huge part of the game, you can play NORMAL matchmaking or even PARTY with your friends, but never actually try to get a SOLO rank, without knowing the game you'll most likely get a very low rank and it's really, really hard to climb from there, so don't make this mistake.Keep in mind this game has a huge community and with that there's a big part of it that consist in toxic players, so it's very common for players in game to start a flame-war and ruin the experience, the best thing to do is open scoreboard and mute those people, this game needs you to be focused on the actual game rather than the people in the chat arguing with each other, even if it means muting all 4 of your teammates, I always say this to my friends ""just mute him/them"" but they never listen and ends up getting frustrated with the raging guy, don't let those kind of people ruin your game.Best advice for me is, try to be as POLITE as possible, even if you're playing bad, try to get ideas/advices in-game from your teammates like ""What Item should I get for my hero?"", saying ""My bad"" or ""Sorry"" everytime you do something wrong is also good, it makes people understand that you know you did something wrong and they might start helping you in-game."
30,"1,668.9",Recommended," July 1, 2017",297,"Play at your own risk.- almost died from heart attacks.- a friend tried to kill me in real life.- i lost my job.- my girlfriend left me.- spent too much money on hats, now i'm bankcrupt.- gain too much weight from playing and eating junk food10/10 would waste my life again"
89,"2,962.2",Recommended," October 15, 2014",1,"Dota 2 is like a black hole. It sucks in your time, energy and chance of getting laid.But it's fun to spin around in."
103,"1,829.5",Recommended," June 4, 2016",34,I learned to hate people I've never met.
337,"4,107.0",Recommended," January 10, 2014",652,"Ruined my life, and made me fail school.11/10"
2,"1,721.8",Recommended," January 4, 2014",3,ruined my life! 10 /10 best game我曾经遇到过任何一场比赛的最高技能的天花板之一，DOTA2是一个现代化的多人游戏大作。내 인생을 망춰놨어! 최고의 게임 10/10
61,"1,075.0",Recommended," January 14, 2014",578,Made me learn russian to better communicate with my fellow russian comrades.> Well Played!10/10
2,"9,093.6",Recommended," July 20, 2016",361,This game protects my real life virginity.
106,8.5,Recommended," July 22, 2014",81,how the ♥♥♥♥ do you play this
109,573.2,Recommended," September 28, 2014",650,1) set server region to Europe West2) language preference - English only3) find a match4) realise that 5 people in your match are russians5) get reported by them for PICKING riki6) quitRating: cукa/10
31,"8,104.9",Recommended," August 24, 2016",184,Great game. 5k+ Hours. Hard to learn. Impossible to truly master. So many possibilities and variables. Teamwork crucial. Time consuming (games can be 40-70 mins long). Watch is great too. Personally Am trying my best to play a lot less because of life responsibilities. Suggest watching rather than playing if you are time poor. Some players can be toxic (ie. Rude or angry). Suggest muting them for an enjoyable experience
841,"1,468.0",Recommended," January 20, 2014",1,"The Real Dota 2Dota is a competitive game of action and strategy, played both professionally and casually incompetently by millions of enslaved passionate fans Russians worldwide. Players pick from a pool of over a hundred heroes carries, forming two teams of five players five feeders. Radiant heroes then battle their Dire counterparts to control a gorgeous fantasy landscape, waging campaigns of cunning, stealth, and outright warfare raging in an unknown language and teamfighting with one RAMPAGE victor.Irresistibly<- LinkNOTE: Original description by Valve, edited by myself."
65,"2,678.6",Recommended," January 13, 2014",1,This game is such a ripoff of Mario Party 8.
554,"1,481.7",Recommended," December 25, 2015",177,"When in a game, if someone type this words :putang ina, bobo, ako mid. Leave the match, don't ever ask why, just do it.This is an important message for everyone, leave the match."
56,"1,242.1",Recommended," August 20, 2014",937,When Bloodseeker gets above a certain move speed he should make Race Car noises.
128,430.8,Recommended," November 4, 2014",1,still cant figure out how to jump
955,"4,958.3",Recommended," April 24, 2012",58,"Game of the Year, All Years."
1,"6,133.8",Recommended," August 12, 2014",43,"First twenty hours playing this game, got called NOOB for so many times that i went down to my basement and cried dailySecond twenty hours playing this game, joined others and called the new guy 'NOOB' to avoid being called 'NOOB'Third twenty hours playing this, I finally got the courage to call others 'NOOB' all by myselfFourth twenty hours playing this game, I finally became mature enough to stop with all the NOOB bs and started to give advice to the other players from atop my mighty throneOverall, DOTA 2 is an addictive, competitive MMO whose community precedes its reputation, almost everyone is downright selfish, everyone only wants more kills to sate their hunger for commendations, which they even beg for.The trick to enjoying it though ?start playing with friends or people you know, make a plan, help your teammates, and CHOOSE A SUPPORT IF YOU SEE THERE ARE NONE !and reach level 13 and you can play ranked matches, where the people are not much friendlier but will at least help you out.EDIT: oh and always remember to uncheck 'Russia' when selecting serverswhy ? no reason, just thought i should say that ^^GODLIKE GAME ! someone kill it (you will get this reference after playing the game)Still good in 2016"
